product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,color,image_url,os,ram,screen_refresh_rate_hz,screen_size_inch,screen_type,special_features,storage,weight_kg,product_url,ai_enabled,cpu_clock,sim_slots,price,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,620481,28%,4999,3599.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/5/5/4/4554733c80a1ba436baae41b3bcf0d262c0ecf8a_620481.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",128 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-620481.html,,4 Performance Cores/4 Efficiency Cores,,3599.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,637581,26%,4899,3599.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/7/7/b/b/77bb4afbf19541952d6484375ac4a8e133544b6f_637581.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-637581.html,,4 Performance Cores/4 Efficiency Cores,,3599.0,renewed
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,661369,24%,3699,2799.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/e/c/3/d/ec3da48193d9c0570da63eef618b80be9c68e2b3_661369.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-renewed-tablet-pc-661369.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,2799.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,645420,21%,5599,4399.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/7/6/1/7/7617e0b8720d07bb796835861a130803083ff305_645420.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-645420.html,,3 Performance Cores/6 Efficieny Cores,,4399.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,643932,13%,6499,5599.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/c/4/5/0/c4500722c2b432bc8a196c27f229bc511853ebdc_643932.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-643932.html,,3 Performance Cores/6 Efficieny Cores,,5599.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,646692,13%,6499,5599.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/b/7/9/4/b794db218ca7982f048443f9edebd7ebff03fb50_646692.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer Three-axis Gyro, Barometer, Ambient Light",512 MB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-646692.html,,3 Performance Cores/6 Efficieny Cores,,5599.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,619791,30%,5449,3799.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/2/9/4/e/294e17846553bbacb904a2c087217774822e3c6b_619791.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-619791.html,,4 Performance Cores/4 Efficiency Cores,,3799.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M1,641875,38%,7499,4599.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/9/4/5/5/94559cfb7e97a2268b6d8777ae459a9c24092434_641875.jpg,iPadOS 14,16 GB RAM,Liquid Retina Display,"11""",2388 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",1 TB,468.00 g ( 1.03 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-11-2021-renewed-tablet-pc-641875.html,,,1 SIM,4599.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M2,638768,34%,10649,6999.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/5/e/f/4/5ef41e18fb51add27e18b23542b11c9b96f9b08b_638768.jpg,iPadOS 16,16 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",2 TB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-638768.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,6999.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,645347,12%,5599,4899.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/4/4/d/a/44daa95d7e9e9775199352d8bf1c8c83115c9a9a_645347.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-645347.html,,3 Performance Cores/6 Efficieny Cores,,4899.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M2,635192,29%,8849,6199.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/8/0/c/880ccf86290b90720cb2e506e6fbf4f6a6fdb524_635192.jpg,iPadOS 16,16 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",1 TB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-635192.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,6199.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M1,656191,40%,5699,3399.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/5/b/a/7/5ba741063c52b43faa31705f3d1db4a8fa885368_656191.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",128 GB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-m1-renewed-tablet-pc-656191.html,,,1 SIM,3399.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M1,621428,35%,6199,3999.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/d/c/d/2/dcd217dc743f98dd72bb7114dd272f98c1f63291_621428.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2021-renewed-tablet-pc-621428.html,,,1 SIM,3999.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M1,584834,37%,5399,3399.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/c/1/a/b/c1abbc450bb805e2a6c03320cd556dc88d93e166_584834.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-584834.html,,,,3399.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,656280,24%,8299,6299.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/4/0/5/b/405b793fdda97c411b789eae27280d9e4ac4e9e6_656280.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-renewed-tablet-pc-656280.html,,4 Performance Cores/6 Efficiency Cores,,6299.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M2,620154,33%,6149,4099.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/4/f/3/c/4f3caa2cf981fff6d4ca3fd4a9360521eb77b3d4_620154.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-620154.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,4099.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M2,641688,25%,7549,5599.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/1/9/3/e/193ed1ae9ad8c4e3059c2aac88aaeac7a0951761_641688.jpg,iPadOS 16,16 GB RAM,Liquid Retina Display,"11""",2388 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",1 TB,470.00 g ( 1.04 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-11-2022-renewed-tablet-pc-641688.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,5599.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,657100,22%,8699,6699.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/c/e/9/a/ce9a68f93bbbbcbef0a68f08f846d4b13884aef6_657100.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-657100.html,,4 Performance Cores/6 Efficiency Cores,,6699.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 - 2020,648365,34%,4899,3199.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/5/1/d/4/51d4615ea14fe80314ff423bc9218c9df01e29eb_648365.jpg,iPadOS,,Liquid Retina Display,"12.9""",2732 X 2048 Pixels,"Ultralow Reflectivity, True Tone, LiDAR Scanner",256 GB,641.00 g ( 1.41 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2020-renewed-tablet-pc-648365.html,,,,3199.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,642938,17%,10199,8399.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/7/c/2/c/7c2c7feaaa83ceaee16d323235cf038a811e0dae_642938.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer",2 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-642938.html,,4 Performance Cores/6 Efficiency Cores,,8399.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,661371,24%,6899,5199.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/6/9/f/7/69f790edb54304debc54619a5ab19a0c189e2b68_661371.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-661371.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,5199.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,648663,16%,9599,7999.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/9/1/a/d/91ad3baeb3fd533b9ea20db46773543ee7c8800b_648663.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-648663.html,,4 Performance Cores/6 Efficiency Cores,,7999.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,639799,28%,5599,3999.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/6/4/4/0/64402f6906d43483829c7ed32d311ac0089f81a8_639799.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-639799.html,,3 Performance Cores/6 Efficiency Cores,,3999.0,renewed
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,644022,30%,5049,3499.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/6/8/a/e/68aeef43e37f4f6a7763beb48c5aede379b79fdd_644022.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,512 MB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-renewed-tablet-pc-644022.html,,,,3499.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,648506,25%,5999,4499.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/b/5/7/4/b574859cef29a6b52ff39d5ead734fcfc6ba9816_648506.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-648506.html,,3 Performance Cores/6 Efficieny Cores,,4499.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,658940,23%,5599,4299.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/f/b/e/c/fbec701913cd5136f74b860da4c26b9ab2fa0c9b_658940.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-renewed-tablet-pc-658940.html,,3 Performance Cores/6 Efficieny Cores,,4299.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,646810,19%,7799,6299.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/5/6/f/3/56f3a59aa358d2c000e99b293b8b31aeb8692c8d_646810.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-renewed-tablet-pc-646810.html,,3 Performance Cores/6 Efficieny Cores,,6299.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,648281,23%,5999,4599.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/a/5/f/b/a5fb0efb00439923d70de77b81e4693ed1045d8d_648281.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-648281.html,,3 Performance Cores/6 Efficieny Cores,,4599.0,renewed
Tablet - 5G,Apple,iPad Air 13 M2,645415,29%,4849,3399.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/c/2/e/3/c2e3d692a0c8a05028d9da9a140dee2827170138_645415.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-renewed-tablet-pc-645415.html,,,,3399.0,renewed
Tablet - 5G,Apple,iPad Air 13 M2,652186,25%,4849,3599.0,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/b/d/4/e/bd4e641fd494783e50c80c91594775819fad2e2e_652186.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-renewed-tablet-pc-652186.html,,,,3599.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,646815,18%,6499,5299.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/6/d/9/46d9fb3af694822bb5490c6a66c269db2bd0f957_646815.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer Three-axis Gyro, Barometer, Ambient Light",512 MB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-646815.html,,3 Performance Cores/6 Efficieny Cores,,5299.0,renewed
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,643175,28%,4149,2949.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/a/7/2/aa72e7577a3ab5ff25d1c30f5dddfae996214d96_643175.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-renewed-tablet-pc-643175.html,,,,2949.0,renewed
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,643677,28%,4149,2949.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/c/3/9/8/c398d6fc39f8fbc0860181858086a68f68df99e5_643677.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-renewed-tablet-pc-643677.html,,,,2949.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,648329,12%,9599,8399.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/b/e/5/0/be501cc434b51a58e1be88d9955300dde6ce11fe_648329.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-648329.html,,4 Performance Cores/6 Efficiency Cores,,8399.0,renewed
Tablet - 5G,Apple,iPad Pro 11 M4,644015,18%,6499,5299.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/6/4/5/9/64595d441e2c22f103c158d6fe5716607aec7bd6_644015.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-renewed-tablet-pc-644015.html,,3 Performance Cores/6 Efficieny Cores,,5299.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,620479,24%,4999,3799.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/a/e/6/4ae69cdb937c31b91388e456536356bf2869abca_620479.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",128 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-620479.html,,4 Performance Cores/4 Efficiency Cores,,3799.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,660249,12%,9599,8399.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/e/1/e/2/e1e222fff85823430e7afc2fb7b57e4a25cc09bd_660249.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-renewed-tablet-pc-660249.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,8399.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,618289,24%,4999,3799.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/7/9/d/4/79d46f5fd23c79e9efa6d482adbb1ba2c6f57862_618289.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",128 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-618289.html,,,,3799.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,661372,13%,7399,6399.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/3/f/4/6/3f462f3e5499bb3e0caa434cdc0331be96c6bee0_661372.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-renewed-tablet-pc-661372.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,6399.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M2,618046,26%,3949,2899.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/0/4/c/a/04ca3ac34907c31f65feaec4d9e0a0679ccf7dc9_618046.jpg,iPadOS 16,8 GB RAM,Liquid Retina Display,"11""",2388 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",128 GB,470.00 g ( 1.04 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-11-2022-renewed-tablet-pc-618046.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,2899.0,renewed
Tablet - 4G (with Keyboard),Huawei,MatePad Air,658034,40%,2499,1499.0,Graphite,https://ak-asset.jarir.com/akeneo-prod/asset/6/c/b/4/6cb45c7b55d8f324832ae7c9dbe0db740bdda054_658034.jpg,HarmonyOS 3,8 GB RAM,LCD Touchscreen,"11.5""",2800 X 1840 Pixels,"FollowCam, Detachable Magnetic Keyboard",256 GB,518.00 g ( 1.14 lb ),https://www.jarir.com/sa-en/huawei-matepad-air-renewed-tablet-pc-658034.html,,,1 SIM,1499.0,renewed
Wi-Fi Tablet PC,Xiaomi,Pad 6,652571,46%,1599,849.0,Champagne,https://ak-asset.jarir.com/akeneo-prod/asset/3/3/9/1/33913b6f0a1c77e6bc2d5dd12270b5d8a08c5af8_652571.jpg,Android 13,8 GB RAM,WQHD+ 144 Hz Display,"11""",1800 X 2880 Pixels,"Smartphone Link, Stylus Support (Magnetic)",256 GB,490.00 g ( 1.08 lb ),https://www.jarir.com/sa-en/xiaomi-pad-6-renewed-tablet-pc-652571.html,,3.2 GHz,,849.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,646687,12%,7799,6799.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/5/c/3/2/5c32a515f4698787b94beab4120c0abb1df16e62_646687.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-renewed-tablet-pc-646687.html,,3 Performance Cores/6 Efficieny Cores,,6799.0,renewed
Wi-Fi Tablet PC,Huawei,MatePad 11.5 S,658337,41%,1699,999.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/4/c/e/6/4ce6e74ed4310b73ea7638f7c2a9fe6df2f3eaeb_658337.jpg,HarmonyOS 4.2,8 GB RAM,PaperMatte Touchscreen,"11.5""",2800 X 1840 Pixels,"Huawei App Gallery, Huawei Notes, GoPaint",256 GB,510.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-s-renewed-tablet-pc-658337.html,,,,999.0,renewed
Wi-Fi Tablet PC,Apple,iPad A16,661532,20%,2949,2349.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/d/a/b/c/dabcb9e10580e75e4aec10945807c2affa31bcc1_661532.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,512 MB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-renewed-tablet-pc-661532.html,,,,2349.0,renewed
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),657105,20%,2749,2199.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/7/6/1/a/761adb5f505521a9a0c0b6659dd72d73c26bdf71_657105.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-renewed-tablet-pc-657105.html,,,,2199.0,renewed
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),658773,17%,2299,1899.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/1/4/3/7/143798b108a06c80f40c5d147fe01ad6c9141aeb_658773.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-renewed-tablet-pc-658773.html,Apple Intelligence,,,1899.0,renewed
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),658487,17%,2299,1899.0,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/6/3/1/8/63184ec31fba40fb07583ff70df00050950021df_658487.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-renewed-tablet-pc-658487.html,Apple Intelligence,,,1899.0,renewed
