product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,ai_coprocessor,ai_enabled,color,cpu_clock,cpu_model,gpu_model,os,ram,release_date,screen_refresh_rate_hz,screen_resolution,screen_size_inch,storage,touchscreen,webcam,weight_kg,product_url,audio_feature,special_features
Laptop,Apple,MacBook Air 13 M1,571709,58%,5499,2299,,,Space Grey,,M1,8-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m1-renewed-laptops-571709.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,643150,44%,11799,6499,,,Silver,,M2 Pro,19-core GPU,macOS Ventura,16 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m2-pro-renewed-laptops-643150.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Pro,637575,48%,7499,3899,,,Silver,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,0.01,https://www.jarir.com/sa-en/apple-macbook-pro-14-m3-renewed-laptops-637575.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Air 15 M2,634931,48%,6799,3499,,,Midnight,,M2,10-core GPU,macOS Ventura,8 GB RAM,2023,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m2-renewed-laptops-634931.html,Six-speaker Sound System,
Laptop,Apple,MacBook Pro,620812,42%,9499,5499,,,Space Grey,,M1 Pro,14-core GPU,macOS Monterey,16 GB RAM,2021,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 MB,,1080p FaceTime HD Camera,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m1-renewed-laptops-620812.html,"High Fidelity Six-speaker, Studio-quality Three-mic",
Laptop,Apple,MacBook Pro 13,632760,44%,6699,3699,,,Silver,,M1,8-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.40 kg ( 3.09 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-13-renewed-laptops-632760.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro 13 M2,619796,43%,6949,3899,,,Space Grey,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.41 kg ( 3.11 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-13-m2-renewed-laptops-619796.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,635306,44%,6999,3899,,,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m3-renewed-laptops-635306.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Air,592236,61%,4699,1799,,,Space Grey,,M1,7-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",256 GB SSD,,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m1-renewed-laptops-592236.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro 13 M1,584839,44%,6699,3699,,,Space Grey,,M1,8-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.40 kg ( 3.09 lb ),https://www.jarir.com/sa-en/apple-renewed-laptops-584839.html,Built-in Mic/Speakers,
Laptop,Huawei,MateBook X Pro,643567,34%,8499,5599,,,Morandi Blue,P-core: 2.3 - 5.1 GHz/E-core: 1.8 - 3.8 GHz,Intel Core i7,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2024,3K OLED Display,3120 X 2080,"14.2""",2 TB PCIe NVMe M.2 SSD,Yes,1080p HD Camera,980.00 g ( 2.16 lb ),https://www.jarir.com/sa-en/huawei-matebook-x-pro-renewed-laptops-643567.html,"6 Speakers, 4 Microphone",
Laptop,Apple,MacBook Pro 13 M2,657119,40%,6569,3899,,,Silver,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.38 kg ( 3.04 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-13-m2-renewed-laptops-657119.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro 13,656911,43%,5699,3199,,,Silver,,M1,8-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",256 GB SSD,,720p FaceTime HD Camera,1.40 kg ( 3.09 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-13-renewed-laptops-656911.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,634924,41%,6799,3999,,,Starlight,,M2,10-core GPU,macOS Ventura,8 GB RAM,2023,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m2-renewed-laptops-634924.html,Six-speaker Sound System,
Laptop,Apple,MacBook Air,661263,33%,5299,3499,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661263.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,639788,37%,5299,3299,,,Starlight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-renewed-laptops-639788.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661264,37%,5299,3299,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661264.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,635267,34%,6999,4599,,,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m3-renewed-laptops-635267.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Air,648348,30%,5499,3799,,,Midnight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-renewed-laptops-648348.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,627626,42%,3999,2299,,,Midnight,,M2,8-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-renewed-laptops-627626.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,652531,34%,4999,3299,,,Silver,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-renewed-laptops-652531.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,645157,34%,4999,3299,,,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-renewed-laptops-645157.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,656232,34%,4999,3299,,,Midnight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-656232.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661262,34%,4299,2799,16-core Neural Engine,Apple Intelligence,Starlight,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661262.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661257,25%,4299,3199,16-core Neural Engine,Apple Intelligence,Midnight,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661257.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661258,34%,4299,2799,16-core Neural Engine,Apple Intelligence,Midnight,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661258.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661261,25%,4299,3199,16-core Neural Engine,Apple Intelligence,Starlight,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661261.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,661259,14%,7499,6399,16-core Neural Engine,Apple Intelligence,Space Black,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-renewed-laptops-661259.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro 14 M1,641438,49%,11799,5999,,,Silver,,M1 Pro,16-core GPU,macOS Monterey,16 GB RAM,2021,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.66 kg ( 3.66 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m1-renewed-laptops-641438.html,"High Fidelity Six-speaker, Studio-quality Three-mic",
Laptop,Apple,MacBook Pro 16 M1,603501,53%,11799,5499,,,Space Grey,,M1 Pro,16-core GPU,macOS Monterey,16 GB RAM,2021,Liquid Retina XDR Display,3456 X 2234,"16.2""",512 MB,,1080p FaceTime HD Camera,2.10 kg ( 4.63 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m1-renewed-laptops-603501.html,"High Fidelity Six-speaker, Studio-quality Three-mic",
Laptop,Apple,MacBook Pro 14 M2 Max,652522,38%,14699,8999,,,Space Grey,,M2 Max,30-core GPU,macOS Ventura,32 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.63 kg ( 3.59 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m2-max-renewed-laptops-652522.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Pro,641449,38%,11799,7299,,,Space Grey,,M1 Pro,16-core GPU,macOS Monterey,16 GB RAM,2021,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m1-renewed-laptops-641449.html,"High Fidelity Six-speaker, Studio-quality Three-mic",
Laptop,Apple,MacBook Pro,641380,35%,11499,7399,,,Space Black,,M3 Pro,18-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"16""",512 GB SSD,,1080p FaceTime HD Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m3-pro-renewed-laptops-641380.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Air 15 M2,634802,42%,6799,3899,,,Midnight,,M2,10-core GPU,macOS Ventura,8 GB RAM,2023,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m2-renewed-laptops-634802.html,Six-speaker Sound System,
Laptop,Apple,MacBook Air 15 M2,634801,42%,6799,3899,,,Starlight,,M2,10-core GPU,macOS Ventura,8 GB RAM,2023,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m2-renewed-laptops-634801.html,Six-speaker Sound System,
Laptop,Apple,MacBook Pro,635302,40%,9499,5699,,,Space Black,,M3 Pro,14-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.61 kg ( 3.55 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m3-pro-renewed-laptops-635302.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Pro,637423,38%,7499,4599,,,Silver,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,0.01,https://www.jarir.com/sa-en/apple-macbook-pro-14-m3-renewed-laptops-637423.html,High Fidelity Six-speakers,
Laptop,HP,EliteBook 840,661256,40%,6999,4199,Intel AI Boost,AI Enabled,Silver,3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Pro,32 GB RAM,2024,WUXGA IPS AG Display,1920 X 1200 (WUXGA),"14""",1 TB NVMe PCIe Gen 4Ã4 SSD,,5 MP Webcam IR Camera,1.41 kg ( 3.11 lb ),https://www.jarir.com/sa-en/hp-elitebook-840-renewed-laptops-661256.html,Built-in Dual Speakers,"Commercial Device, Ultra Processor, Windows Professional"
Laptop,HP,Pavilion Plus,656207,34%,5499,3599,,,Natural Silver,P-core: 1.7 - 5.0 GHz/E-core: 1.2 - 3.7 GHz,Intel Core i7,NVIDIA GeForce RTX 2050 (4 GB),Windows 11,16 GB RAM,2022,2.8K OLED 400N Display,2880 X 1800 (OLED),"14""",1 TB PCIe NVMe M.2 SSD,,True Vision FHD Webcam,1.41 kg ( 3.11 lb ),https://www.jarir.com/sa-en/hp-pavilion-plus-renewed-laptops-656207.html,"Bang & Olufsen Dual Speakers, HP Audio Boost",
Laptop,Apple,MacBook Air 13,562812,45%,6099,3299,,,Gold,1.1 GHz,Intel Core i5,Intel Iris Plus Graphics,macOS Catalina,8 GB RAM,2020,Retina IPS-LED Display,2560 X 1600 (WQXGA),"13.3""",512 GB NVMe M.2 SSD,,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-renewed-laptops-562812.html,"Stereo Speakers, Three Microphones",
Laptop,Apple,MacBook Air,554804,48%,4699,2399,,,Space Grey,1.1 GHz,Intel Core i3,Intel Iris Plus Graphics,macOS Catalina,8 GB RAM,2020,Retina IPS-LED Display,2560 X 1600 (WQXGA),"13.3""",256 GB (PCIe SSD),,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-554804.html,"Stereo Speakers, Three Microphones",
Laptop,Apple,MacBook Air,579943,57%,4699,1999,,,Gold,,M1,7-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",256 GB SSD,,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m1-renewed-laptops-579943.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,584836,34%,5499,3599,,,Gold,,M1,8-core GPU,macOS Big Sur,8 GB RAM,2020,Retina Display,2560 X 1600 (WQXGA),"13.3""",512 MB,,720p FaceTime HD Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/apple-renewed-laptops-584836.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,641883,34%,4999,3299,,,Starlight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-renewed-laptops-641883.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,661338,25%,6199,4599,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-661338.html,Built-in Mic/Speakers,
Laptop,HP,Pavilion,656151,37%,4299,2699,,,Natural Silver,P-core: 2.2 - 5.0 GHz/E-core: 1.6 - 3.7 GHz,Intel Core i7,Intel Iris Xe Graphics,Windows 11,16 GB RAM,2023,FHD IPS GL 250N,1920 X 1080 (FHD),"15.6""",1 TB PCIe NVMe M.2 SSD,,Wide Vision HD Webcam,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/hp-pavilion-renewed-laptops-656151.html,"Bang & Olufsen Dual Speakers, HP Audio Boost",
Laptop,Apple,MacBook Air,611969,37%,4299,2699,,,Space Grey,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",512 MB,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-renewed-laptops-611969.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,620816,34%,4299,2799,,,Black,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",512 MB,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-renewed-laptops-620816.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,656079,26%,4999,3699,,,Midnight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-656079.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,644024,33%,4199,2799,,,Silver,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-renewed-laptops-644024.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,661471,13%,11499,9899,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-renewed-laptops-661471.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,627541,30%,3999,2799,,,Midnight,,M2,8-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-renewed-laptops-627541.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,620147,30%,4299,2999,,,Space Grey,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",512 MB,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-renewed-laptops-620147.html,Built-in Mic/Speakers,
Laptop,Asus,Vivobook,656227,34%,3499,2299,,,Indie Black,1.7 GHz,Intel Core i7,Intel UHD Graphics,Windows 11,8 GB RAM,2024,WUXGA Anti-glare Display,1920 X 1200 (WUXGA),"16""",512 GB PCIe NVMe M.3 SSD,,720p HD Camera with Privacy Shutter,1.88 kg ( 4.14 lb ),https://www.jarir.com/sa-en/asus-vivobook-renewed-laptops-656227.html,SonicMaster,
Laptop,Apple,MacBook Air,638190,23%,4199,3199,,,Midnight,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-renewed-laptops-638190.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,656122,18%,3699,2999,,,Starlight,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-renewed-laptops-656122.html,Built-in Mic/Speakers,
